Y,X,N,q1,q3,pred.q1,pred.q3,point.diff,lb.diff,ub.diff,Pval
ln_mpo1,ln_preg_cort,283,2.6173958778381348,3.289706587791443,8.671283511032877,8.768243530751198,0.09696001971831811,-0.06885513197556703,0.26277517141220325,0.2545653985832403
ln_mpo2,ln_preg_cort,504,2.4967111945152283,3.2615511417388916,8.612597726505202,8.537245991859923,-0.07535173464527756,-0.2184557805404451,0.06775231124988998,0.3063398057109299
ln_mpo3,ln_preg_cort,528,2.528923511505127,3.2663793563842773,7.792591094819513,7.67208031304733,-0.12051078177218413,-0.3227941694442865,0.08177260589991825,0.24550858723191937
ln_aat1,ln_preg_cort,283,2.6173958778381348,3.289706587791443,-0.71687541241786,-0.7411320024649892,-0.024256590047129017,-0.2264200734134262,0.17790689331916817,0.8256169715863672
ln_aat2,ln_preg_cort,504,2.4967111945152283,3.2615511417388916,-0.7387562488271122,-0.9249336643451508,-0.1861774155180385,-0.3365803250913306,-0.035774505944746376,0.015171286713819317
ln_aat3,ln_preg_cort,528,2.528923511505127,3.2663793563842773,-1.1204659261494108,-1.1815693367089617,-0.061103410559551104,-0.235792644196237,0.1135858230771348,0.5030410248540245
ln_neo1,ln_preg_cort,283,2.6173958778381348,3.289706587791443,6.820529042515295,6.8583485199488115,0.037819477433515755,-0.07097147954626007,0.14661043441329158,0.5057726183334357
ln_neo2,ln_preg_cort,504,2.4967111945152283,3.2615511417388916,6.8270651395328255,6.744648705595555,-0.08241643393727204,-0.20145416310633374,0.03662129523178967,0.17568845640756026
ln_neo3,ln_preg_cort,528,2.528923511505127,3.2663793563842773,6.269217228686102,6.216270736447398,-0.05294649223870404,-0.23202998282800874,0.12613699835060066,0.5739703376662704
ln_reg2,ln_preg_cort,503,2.4960931539535522,3.259440779685974,5.025988409868016,4.991906222946648,-0.03413737586344264,-0.1702599240593293,0.101985172332444,0.6357555694182403
ln_L_conc_t1,ln_preg_cort,344,2.637969732284546,3.289240777492523,-0.6012108155523209,-0.4602390167861635,0.14097179876615754,-0.011055657232342725,0.2929992547646578,0.06875216789665985
ln_L_conc_t2,ln_preg_cort,488,2.520508885383606,3.2638492584228516,-1.309168496080309,-1.4084289051702477,-0.09926040908993868,-0.2562812036697726,0.05776038548989525,0.21718808239346366
ln_L_conc_t3,ln_preg_cort,522,2.5176925659179688,3.2659501433372498,-1.286195491377814,-1.2741298003035848,0.012065691074229142,-0.16728836549728937,0.19141974764574765,0.9032349056627106
ln_M_conc_t1,ln_preg_cort,344,2.637969732284546,3.289240777492523,1.5925169103318697,1.72473451460845,0.13221760427658022,-0.010492521359412504,0.27492772991257297,0.0689933868949317
ln_M_conc_t2,ln_preg_cort,488,2.520508885383606,3.2638492584228516,0.8498674276226724,0.8226746631996155,-0.027192764423056875,-0.18319744317815892,0.12881191433204517,0.7456395594827746
ln_M_conc_t3,ln_preg_cort,522,2.5176925659179688,3.2659501433372498,1.403767944391886,1.426135592018987,0.022367647627100595,-0.12334882356845474,0.16808411882265592,0.7761777028907796
